year_month,total_gallons
2014-11-01,1537100
2013-01-01,556100
2018-05-01,2679200
2012-12-01,4793800
2015-12-01,286000
2014-10-01,208200
2013-04-01,368200
2013-06-01,6298000
2018-07-01,2081400
2012-03-01,365700
2013-07-01,999700
2012-11-01,3149500
2018-03-01,870900
2016-11-01,2587200
2016-04-01,1159400
2016-04-01,4718100
2012-12-01,3743400
2015-11-01,2427200
2013-08-01,759000
2015-12-01,2121900
2016-08-01,1170600
2012-06-01,152600
2017-07-01,325900
2016-09-01,7274200
2015-07-01,535700
2016-09-01,3175500
2017-04-01,1132600
2016-03-01,14600
2015-05-01,289600
2013-02-01,1770300
2012-11-01,3333800
2016-03-01,3828000
2013-12-01,219300
2012-10-01,1150200
2016-03-01,555500
2015-05-01,1260100
2012-02-01,187900
2012-09-01,1360000
2013-02-01,929400
2012-02-01,68600
2016-08-01,7443300
2018-06-01,808200
2018-05-01,4700
2018-08-01,813100
2014-02-01,359000
2016-08-01,1293800
2014-04-01,252000
2017-04-01,88200
2012-06-01,971300
2013-08-01,1802900
2018-08-01,445500
2012-10-01,3617800
2015-11-01,459900
2018-02-01,1651500
2013-04-01,3383600
2015-09-01,11608600
2015-02-01,461800
2017-01-01,410000
2016-12-01,279300
2017-09-01,7935600
2018-06-01,427600
2012-05-01,935600
2015-08-01,10209100
2013-04-01,2247800
2012-02-01,42600
2014-02-01,890000
2018-09-01,820300
2012-06-01,495600
2014-01-01,1472000
2014-12-01,43900
2013-03-01,3283400
2014-08-01,465300
2015-01-01,50100
2014-11-01,649600
2012-05-01,3665800
2013-05-01,2952600
2013-06-01,366100
2016-10-01,1414400
2013-07-01,925900
2017-04-01,1846800
2017-03-01,3900
2014-12-01,88500
2012-04-01,231400
2014-11-01,773100
2016-07-01,1687000
2018-09-01,2361400
2013-10-01,1503700
2015-04-01,593800
2016-06-01,109900
2013-07-01,474100
2014-02-01,179500
2015-09-01,2125300
2018-06-01,7725400
2013-04-01,1236800
2015-06-01,747400
2016-03-01,106500
2018-05-01,1488800
2016-02-01,1604000
2013-05-01,6757400
2013-05-01,2892600
2016-05-01,769600
2014-07-01,1659700
2015-09-01,1609400
2016-10-01,1243400
2012-12-01,341000
2016-06-01,669500
2012-04-01,614800
2016-12-01,484300
2012-11-01,6415400
2012-04-01,360800
2014-12-01,184700
2015-07-01,4689400
2016-03-01,1093900
2016-07-01,750700
2015-11-01,800100
2016-04-01,4163600
2012-02-01,547800
2015-12-01,53800
2017-09-01,1621500
2016-05-01,707700
2012-08-01,1343100
2013-03-01,4227000
2013-11-01,13700
2012-03-01,60800
2012-03-01,220000
2014-03-01,230300
2014-08-01,1008900
2017-01-01,301100
2018-07-01,3312500
2016-12-01,18300
2013-03-01,42000
2017-10-01,836000
2015-01-01,124200
2018-02-01,110800
2017-12-01,3309700
2016-01-01,900
2015-02-01,892000
2016-02-01,253200
2017-11-01,4894800
2014-04-01,3066100
2016-04-01,533100
2013-03-01,3412300
2013-06-01,277200
2013-07-01,3281600
2018-07-01,2144000
2016-09-01,4923600
2016-08-01,2629900
2015-11-01,4264900
2017-03-01,1766600
2015-01-01,229600
2015-02-01,32800
2012-10-01,876000
2016-05-01,2157400
2018-03-01,397900
2012-08-01,2273300
2018-01-01,2163500
2017-01-01,1110600
2014-04-01,1432800
2017-02-01,347400
2014-03-01,566700
2012-10-01,650100
2016-11-01,3445000
2012-04-01,1615200
2016-12-01,457500
2014-12-01,2321700
2013-08-01,75000
2015-04-01,225200
2012-06-01,4085700
2014-10-01,265700
2016-02-01,87500
2015-03-01,58900
2018-08-01,12568000
2013-11-01,900
2016-04-01,495800
2013-02-01,2055700
2018-04-01,2467800
2013-01-01,2237500
2015-04-01,918300
2012-05-01,4743500
2017-03-01,449700
2015-12-01,5306600
2013-10-01,234500
2012-06-01,1588400
2018-08-01,5511500
2012-09-01,3779800
2013-04-01,1262700
2012-04-01,2745600
2012-02-01,1612400
2017-02-01,2261600
2016-10-01,135600
2017-07-01,1762500
2016-11-01,692600
2016-07-01,371100
2012-08-01,6891100
2013-09-01,3237000
2012-08-01,362700
2014-06-01,1383800
2014-06-01,892000
2012-10-01,5987200
2014-03-01,2441900
2014-09-01,2478400
2014-04-01,130300
2017-12-01,602900
2018-03-01,1627800
2016-11-01,327600
2014-02-01,813200
2016-07-01,357000
2015-11-01,319300
2017-07-01,689300
2016-01-01,81800
2015-08-01,3446300
2014-03-01,243300
2015-10-01,273600
2015-01-01,171100
2015-02-01,434100
2016-03-01,453300
2012-09-01,1450300
2016-01-01,1024000
2014-09-01,10152000
2012-10-01,987600
2013-11-01,2617700
2014-07-01,1081900
2014-11-01,2352200
2016-03-01,347400
2012-08-01,9145900
2014-12-01,57600
2012-11-01,54000
2012-12-01,369500
2013-06-01,128000
2015-01-01,0
2012-01-01,819400
2014-07-01,276900
2017-04-01,6100
2015-11-01,700300
2013-12-01,336000
2012-12-01,686600
2014-02-01,4500
2013-09-01,3718000
2012-02-01,529500
2015-03-01,0
2014-05-01,1116100
2018-08-01,724900
2018-08-01,1118200
2016-01-01,351100
2015-09-01,13816900
2014-07-01,1454400
2012-11-01,824100
2016-11-01,1223200
2013-02-01,128700
2013-08-01,502500
2013-11-01,1665400
2012-07-01,1244300
2014-03-01,31500
2015-10-01,3010300
2018-09-01,3274200
2013-06-01,371300
2018-02-01,2004100
2012-08-01,5764300
2014-01-01,135200
2018-05-01,5309600
2012-06-01,2185600
2014-07-01,5304800
2012-10-01,83000
2016-11-01,4894800
2013-08-01,3675600
2017-11-01,212500
2013-06-01,522600
2016-04-01,775400
2014-07-01,796200
2014-05-01,4783700
2015-06-01,155200
2012-09-01,348000
2017-03-01,2830000
2013-10-01,655700
2017-09-01,230300
2017-02-01,251400
2016-11-01,1590700
2017-01-01,1831400
2014-03-01,904900
2013-07-01,71000
2017-02-01,3783500
2016-03-01,2753200
2012-03-01,1296300
2012-06-01,2197800
2016-10-01,1142700
2014-09-01,2137900
2013-05-01,322700
2016-04-01,631900
2017-05-01,5621500
2015-05-01,279300
2016-12-01,468200
2016-03-01,532600
2012-09-01,7257500
2018-05-01,300800
2013-09-01,1162000
2016-09-01,116800
2017-01-01,1482400
2014-05-01,811000
2014-07-01,303800
2012-12-01,0
2012-12-01,2219500
2012-04-01,552100
2013-10-01,2045100
2018-01-01,469500
2017-12-01,338500
2014-01-01,821900
2012-01-01,1931100
2014-01-01,2274600
2013-11-01,16500
2015-07-01,879300
2012-08-01,3251500
2013-02-01,1099300
2014-10-01,1351200
2012-04-01,1026000
2014-01-01,660200
2014-09-01,459700
2014-09-01,1231000
2012-11-01,2228400
2016-01-01,1169400
2017-02-01,1476500
2013-07-01,6009300
2015-12-01,440300
2016-02-01,6100
2017-06-01,5149400
2012-09-01,82000
2016-05-01,428900
2015-03-01,140500
2018-04-01,0
2015-08-01,1834000
2014-06-01,3338000
2016-02-01,2528900
2016-09-01,871700
2018-05-01,1627200
2015-01-01,820600
2014-11-01,3803000
2013-02-01,1629500
2015-05-01,432900
2012-10-01,8384800
2014-12-01,42300
2012-12-01,444700
2014-09-01,456400
2012-04-01,865000
2016-09-01,278400
2014-10-01,649500
2018-09-01,6734400
2017-04-01,383700
2017-09-01,703600
2015-09-01,3754400
2013-07-01,1764300
2016-03-01,512500
2015-01-01,25400
2013-11-01,327700
2014-07-01,1775500
2015-03-01,958200
2017-02-01,88500
2012-02-01,492200
2013-12-01,600
2014-10-01,246700
2013-05-01,708500
2017-04-01,81300
2012-06-01,3920800
2014-03-01,678100
2015-03-01,425400
2015-06-01,2507500
2017-04-01,1822900
2012-09-01,9357700
2012-09-01,2171100
2012-03-01,2812500
2015-12-01,3481700
2015-04-01,1091100
2014-09-01,1055700
2012-07-01,137800
2018-02-01,353100
2016-12-01,3023900
2012-03-01,160300
2013-04-01,69000
2016-10-01,3515400
2015-12-01,3223600
2015-02-01,3100
2012-02-01,16000
2012-12-01,77200
2014-07-01,26000
2014-07-01,415100
2012-03-01,161300
2015-09-01,5919800
2015-07-01,7815400
2015-01-01,152100
2016-10-01,205200
2014-01-01,9200
2014-12-01,571100
2012-03-01,13000
2017-03-01,397900
2013-02-01,80900
2018-06-01,160500
2016-11-01,57100
2014-10-01,1713100
2016-01-01,180200
2013-11-01,3369000
2018-06-01,0
2014-01-01,0
2014-08-01,915800
2014-06-01,1562600
2014-11-01,822000
2015-04-01,333000
2015-03-01,1691100
2014-09-01,1648500
2015-01-01,86300
2016-04-01,125100
2014-12-01,2714900
2016-04-01,1041000
2015-01-01,654900
2017-10-01,6778700
2014-03-01,380200
2012-11-01,385100
2016-07-01,6270300
2013-08-01,3387900
2016-08-01,4214400
2014-11-01,725300
2013-11-01,716100
2012-10-01,1114100
2015-12-01,900
2012-02-01,1942100
2016-03-01,1810400
2016-11-01,1156300
2014-02-01,245300
2015-04-01,371500
2014-05-01,2434100
2014-04-01,1721100
2013-02-01,1336300
2015-08-01,344200
2013-10-01,483500
2013-08-01,1664400
2017-06-01,1266200
2016-09-01,230400
2018-08-01,2549700
2014-06-01,5733700
2016-12-01,2975900
2013-09-01,1231800
2017-02-01,337400
2015-05-01,1230100
2014-04-01,5535900
2014-08-01,2091200
2013-09-01,527400
2013-03-01,757900
2018-06-01,7546600
2014-04-01,35300
2013-04-01,3346400
2018-08-01,1225900
2013-09-01,10486700
2013-02-01,5335100
2017-03-01,130900
2012-10-01,102700
2014-06-01,207700
2018-05-01,0
2018-03-01,163400
2013-12-01,1934600
2018-01-01,1209900
2015-02-01,86100
2013-10-01,340400
2014-03-01,532300
2014-02-01,473000
2014-08-01,1739600
2015-09-01,293100
2016-05-01,3600
2013-06-01,1066000
2012-03-01,84000
2012-06-01,1710600
2016-05-01,1147000
2014-03-01,1589000
2015-03-01,82700
2017-01-01,1353900
2015-10-01,176900
2013-05-01,805900
2015-10-01,6033900
2012-01-01,836600
2014-02-01,22600
2014-09-01,1550200
2013-10-01,584300
2015-04-01,1970800
2013-04-01,328900
2013-08-01,1451800
2014-06-01,696800
2015-11-01,1647500
2012-09-01,6502000
2015-08-01,183600
2016-10-01,1240100
2014-08-01,2535700
2017-01-01,221900
2012-12-01,1125600
2012-08-01,326800
2015-01-01,1423500
2014-10-01,1493500
2017-11-01,4658800
2015-02-01,335500
2018-09-01,583300
2015-12-01,557100
2018-06-01,229000
2018-03-01,1232100
2015-02-01,346700
2015-07-01,1421700
2012-12-01,385300
2014-09-01,5481900
2016-04-01,486100
2016-06-01,1443700
2015-10-01,1783800
2017-01-01,0
2014-12-01,1855100
2018-03-01,116600
2015-10-01,270400
2013-04-01,428400
2014-02-01,99100
2018-04-01,1125400
2015-02-01,1468200
2016-05-01,70200
2013-07-01,1247200
2014-07-01,2836000
2018-04-01,2458300
2017-10-01,1173400
2017-06-01,217400
2015-03-01,393100
2012-07-01,54000
2017-03-01,3795700
2014-05-01,719900
2016-07-01,871700
2012-03-01,328500
2013-04-01,382000
2013-09-01,566100
2014-08-01,120000
2015-12-01,469900
2013-07-01,257000
2012-12-01,110500
2016-02-01,88100
2014-08-01,1899300
2015-08-01,1560700
2017-01-01,58000
2012-05-01,2901000
2017-03-01,262400
2016-02-01,629600
2015-05-01,679900
2012-06-01,3422200
2016-07-01,4450000
2013-09-01,8262700
2016-02-01,67500
2012-05-01,459500
2016-07-01,6142300
2012-07-01,973400
2016-10-01,23100
2016-11-01,821400
2013-04-01,2523100
2014-05-01,68400
2016-08-01,1461100
2015-07-01,902700
2015-01-01,1619000
2012-10-01,1863700
2015-09-01,17000
2018-03-01,3300
2017-03-01,2341400
2012-05-01,79300
2013-03-01,0
2013-10-01,138200
2013-10-01,507500
2016-02-01,178400
2017-11-01,80800
2015-02-01,194700
2015-04-01,263700
2017-03-01,502600
2012-10-01,4575400
2013-10-01,301500
2012-02-01,221200
2015-09-01,139500
2014-02-01,991200
2013-05-01,1511200
2013-08-01,519300
2012-01-01,1998700
2016-09-01,1612700
2017-02-01,344800
2012-05-01,667300
2012-02-01,761700
2015-06-01,566300
2014-12-01,2343800
2014-11-01,3342200
2015-10-01,1675800
2015-09-01,1390500
2014-05-01,2101800
2013-04-01,1589500
2012-08-01,5617800
2016-11-01,2849700
2016-08-01,3908100
2015-05-01,251200
2016-07-01,11723600
2012-08-01,9490000
2017-12-01,89700
2016-08-01,8664000
2016-05-01,175600
2017-08-01,5850900
2017-02-01,1655300
2017-08-01,6631700
2017-06-01,49300
2015-09-01,5922600
2014-07-01,5855600
2017-10-01,3243300
2016-04-01,977300
2017-08-01,1305900
2017-05-01,5600
2014-08-01,6527700
2017-03-01,1820100
2017-09-01,3901900
2014-09-01,3912300
2017-07-01,2779200
2016-11-01,2488900
2017-06-01,151100
2015-10-01,7129000
2017-05-01,953800
2015-06-01,3620500
2016-07-01,4057100
2015-09-01,1408500
2016-03-01,649100
2016-12-01,3069800
2017-09-01,1325200
2017-07-01,268800
2014-03-01,1568200
2017-09-01,186100
2013-12-01,1479500
2017-05-01,3796800
2016-04-01,2916100
2017-09-01,484900
2014-04-01,2584300
2017-10-01,95600
2017-08-01,5840200
2015-11-01,3940400
2017-09-01,7800
2014-04-01,1281000
2017-03-01,2261600
2017-07-01,3091900
2017-09-01,5167100
2017-09-01,5479700
2017-09-01,1375500
2017-05-01,430300
2017-05-01,2958200
2017-07-01,858600
2017-02-01,1768200
2014-01-01,827100
2016-10-01,3938700
2017-05-01,742800
2017-09-01,3928800
2017-09-01,2822200
2014-06-01,5100400
2014-06-01,2696700
2015-02-01,1369500
2017-06-01,3170400
2017-09-01,5590300
2017-06-01,82700
2015-12-01,2504000
2017-08-01,569300
2017-09-01,319300
2017-08-01,1376400
2017-06-01,111300
2017-06-01,2798900
2017-07-01,128500
2017-04-01,4616300
2017-07-01,3313000
2016-05-01,2836800
2017-05-01,566800
2017-09-01,32600
2017-07-01,1285800
2017-05-01,644400
2017-10-01,2600
2015-08-01,1611600
2016-09-01,4585900
2016-04-01,2108400
2017-08-01,1423800
2017-05-01,2931600
2014-09-01,6228000
2017-06-01,6508800
2017-08-01,106100
2017-06-01,1175600
2017-08-01,8491700
2017-07-01,47800
2014-08-01,2894300
2017-05-01,1600000
2017-08-01,7700
2017-04-01,517900
2014-03-01,683600
2015-11-01,1021300
2016-03-01,2107500
2017-05-01,94500
2017-06-01,2972100
2017-08-01,370100
2015-12-01,611000
2017-08-01,1460200
2015-08-01,9272400
2015-07-01,2537500
2017-06-01,868300
2016-02-01,1830100
2017-07-01,4728000
2017-02-01,1708400
2017-06-01,1881600
2017-06-01,3529800
2017-07-01,5203700
2014-10-01,3065400
2014-05-01,1875400
2017-05-01,6739500
2015-09-01,8020600
2015-01-01,692200
2016-01-01,2753900
2017-07-01,3744800
2017-06-01,185000
2015-10-01,4734300
2017-05-01,3815500
2014-11-01,1808600
2017-09-01,3431800
2017-07-01,112700
2017-05-01,902200
2015-06-01,1669400
2015-12-01,2311700
2013-10-01,5967900
2017-04-01,2798900
2017-09-01,1261200
2017-05-01,158100
2017-05-01,100200
2016-02-01,572300
2017-07-01,6986700
2014-12-01,2639800
2016-08-01,6169200
2016-01-01,411600
2016-02-01,2005300
2017-07-01,1274100
2016-10-01,4172000
2017-10-01,236000
2017-05-01,51900
2017-05-01,5926300
2017-08-01,2233300
2017-07-01,10600
2017-06-01,1066800
2014-05-01,3706700
2016-07-01,1279000
2017-09-01,357600
2017-07-01,421200
2017-06-01,4446300
2017-08-01,4550300
2017-06-01,2936600
2017-07-01,7774800
2016-06-01,3955700
2015-08-01,5572500
2017-05-01,1712300
2017-06-01,7329900
2017-08-01,4304800
2017-01-01,1620700
2017-04-01,645900
2015-11-01,3569500
2017-06-01,1170500
2015-05-01,1758600
2015-03-01,2146000
2017-06-01,487200
2015-04-01,934800
2015-04-01,3250500
2016-07-01,5515100
2017-07-01,231200
2016-12-01,2060700
2017-09-01,2375400
2017-08-01,4299100
2017-09-01,937100
2016-03-01,2273200
2015-05-01,3727800
2017-03-01,3578200
2016-09-01,4830500
2017-07-01,1252000
2017-06-01,908600
2017-08-01,4857100
2017-09-01,865700
2017-04-01,731700
2017-05-01,3167200
2017-07-01,3508700
2015-10-01,1444700
2016-06-01,1045000
2014-11-01,4730300
2016-05-01,2472800
2017-05-01,0
2017-08-01,2624400
2017-07-01,5249200
2017-06-01,132000
2017-06-01,597700
2017-04-01,2911500
2017-08-01,264200
2017-08-01,12100
2017-05-01,512700
2017-08-01,1025500
2016-08-01,4675600
2015-07-01,5606600
2017-06-01,4216700
2017-06-01,6500
2017-05-01,2570900
2017-08-01,1156900
2017-10-01,1274400
2014-02-01,806200
2017-08-01,228100
2017-10-01,33400
2017-05-01,3167000
2017-07-01,590600
2017-07-01,4284400
2016-05-01,1006900
2016-06-01,2808700
2016-01-01,1989000
2017-09-01,42200
2014-10-01,4863500
2017-07-01,1199300
2014-07-01,2656300
2016-11-01,3817400
2017-06-01,4505500
2012-12-01,3482200
2018-04-01,483100
2012-01-01,76900
2012-02-01,90300
2013-09-01,609400
2018-07-01,800700
2018-06-01,60000
2018-03-01,1858000
2013-02-01,1702500
2014-08-01,774300
2017-01-01,720900
2016-02-01,1550200
2015-04-01,1715200
2015-09-01,1104900
2017-11-01,2962000
2017-10-01,9688700
2013-08-01,353900
2018-06-01,949500
2017-08-01,7112900
2018-08-01,306700
2014-09-01,1035900
2017-07-01,4637800
2018-01-01,882700
2018-02-01,45300
2018-08-01,2287900
2013-02-01,933700
2012-05-01,321400
2017-09-01,3981600
2017-11-01,4464500
2018-08-01,8574900
2016-09-01,1350200
2018-09-01,6103700
2018-06-01,9885200
2017-01-01,2182100
2013-02-01,2605000
2014-07-01,1439700
2017-07-01,795900
2014-05-01,1178100
2013-04-01,2940900
2018-08-01,1961300
2015-02-01,460900
2018-09-01,2102000
2017-07-01,8362500
2012-10-01,186000
2013-06-01,4218200
2014-12-01,1571000
2012-09-01,6205800
2017-12-01,5929100
2018-08-01,2703500
2018-05-01,1129000
2014-11-01,3210700
2016-05-01,764500
2017-12-01,1938400
2015-11-01,470800
2018-08-01,19900
2016-10-01,1390200
2016-12-01,3187600
2018-01-01,1443000
2014-08-01,6090500
2017-06-01,593500
2015-03-01,379700
2018-06-01,2663000
2015-03-01,1098700
2017-06-01,1252500
2013-08-01,1514400
2015-05-01,899700
2018-09-01,2111100
2018-05-01,746700
2015-10-01,6657400
2018-03-01,284900
2018-08-01,8939400
2018-08-01,222700
2018-04-01,810800
2017-10-01,786700
2015-07-01,126200
2016-11-01,3750400
2017-09-01,6717800
2018-07-01,7466700
2018-04-01,215000
2012-10-01,1776500
2018-04-01,236900
2017-11-01,4050600
2018-08-01,1994100
2016-05-01,2656000
2018-06-01,3629100
2017-05-01,1081800
2014-04-01,1216500
2013-03-01,996800
2013-10-01,2676900
2013-12-01,1269500
2015-06-01,526300
2012-06-01,108700
2018-01-01,2611200
2018-03-01,23800
2015-07-01,855500
2017-07-01,3704800
2012-08-01,5289400
2017-07-01,1662200
2017-12-01,315100
2013-09-01,838800
2014-02-01,469600
2013-06-01,3248600
2014-02-01,252400
2013-05-01,2414600
2015-06-01,1007500
2018-07-01,24100
2018-09-01,8853700
2018-05-01,6508300
2012-02-01,760200
2016-02-01,422600
2018-07-01,1586400
2013-03-01,795100
2018-07-01,4491000
2018-02-01,1627300
2015-06-01,495800
2014-06-01,715100
2013-01-01,304100
2012-06-01,5459900
2017-11-01,474600
2012-02-01,55400
2018-07-01,868700
2018-08-01,1169600
2016-09-01,117800
2014-03-01,19200
2016-05-01,3179100
2013-03-01,282900
2015-09-01,5797000
2018-03-01,2090900
2018-05-01,543400
2018-02-01,41900
2018-06-01,1700900
2015-02-01,1078400
2018-01-01,1650400
2018-05-01,4099400
2013-07-01,3128100
2018-07-01,3282800
2018-05-01,1073200
2017-11-01,4723600
2018-08-01,109100
2018-08-01,781000
2013-09-01,2482700
2017-12-01,185900
2017-05-01,510700
2014-04-01,67800
2018-09-01,17514800
2018-02-01,2058000
2018-06-01,4180600
2012-03-01,215200
2015-02-01,441400
2018-04-01,741900
2013-08-01,662900
2012-06-01,1887300
2017-11-01,4122100
2018-02-01,1524500
2018-09-01,360700
2015-08-01,5931000
2017-06-01,9714100
2012-08-01,584000
2015-12-01,220100
2014-08-01,172900
2017-02-01,448200
2012-04-01,2333700
2018-08-01,5343500
2016-02-01,2019400
2014-08-01,329900
2017-08-01,4202700
2015-05-01,2275300
2014-05-01,2279400
2017-09-01,6850500
2018-04-01,1400400
2017-11-01,783300
2013-03-01,56200
2017-05-01,416500
2013-11-01,2885000
2014-07-01,948000
2012-01-01,539200
2014-05-01,5467700
2014-08-01,2078900
2014-10-01,1603300
2018-09-01,81100
2016-06-01,2879600
2018-01-01,56800
2017-03-01,355500
2016-08-01,1084900
2015-06-01,2459800
2013-06-01,560400
2015-06-01,122400
2012-03-01,255200
2017-07-01,1899400
2015-09-01,5023700
2012-05-01,2827900
2018-02-01,0
2017-11-01,341500
2015-08-01,1427600
2018-05-01,2662700
2012-06-01,341500
2017-02-01,304500
2013-05-01,863100
2017-07-01,1120600
2012-03-01,1020500
2014-09-01,5528000
2015-08-01,4885100
2014-04-01,478200
2012-07-01,5763800
2012-03-01,910700
2017-03-01,216200
2017-10-01,0
2015-11-01,451800
2017-10-01,284400
2018-01-01,704400
2012-03-01,591200
2015-05-01,581800
2018-01-01,110900
2017-04-01,2099700
2014-02-01,208000
2012-07-01,2783100
2015-09-01,6930500
2018-01-01,962300
2013-01-01,769100
2018-02-01,492300
2017-04-01,2514000
2017-08-01,1078300
2018-04-01,531700
2018-08-01,47200
2017-11-01,300
2012-12-01,144100
2018-03-01,270500
2016-11-01,480200
2017-01-01,188700
2018-02-01,253600
2012-05-01,62000
2013-03-01,70900
2014-11-01,646000
2018-02-01,48900
2013-08-01,3119600
2012-06-01,2067700
2018-05-01,1800
2018-03-01,2758500
2012-02-01,256900
2018-05-01,239700
2016-06-01,1610400
2016-08-01,1062300
2018-02-01,790400
2016-04-01,822000
2014-04-01,213100
2016-06-01,350600
2018-04-01,454100
2012-08-01,2166600
2014-01-01,1349400
2016-07-01,686000
2016-09-01,5092200
2017-12-01,207100
2017-07-01,6915400
2018-06-01,96900
2012-06-01,610600
2012-05-01,285900
2012-07-01,281400
2012-11-01,1107400
2018-06-01,2074500
2018-09-01,9014200
2013-09-01,2779200
2018-06-01,6064900
2018-07-01,45300
2014-08-01,6388100
2014-06-01,344500
2013-05-01,1752100
2018-02-01,348700
2015-07-01,3551700
2012-10-01,3204400
2017-07-01,4960800
2016-10-01,1057700
2017-04-01,517200
2012-06-01,4024000
2018-07-01,1529300
2015-05-01,553300
2012-11-01,1755200
2018-05-01,1841200
2014-03-01,261500
2018-07-01,8781600
2018-04-01,0
2013-06-01,1081000
2013-08-01,4516900
2012-08-01,241400
2018-02-01,2264500
2012-05-01,2667300
2018-01-01,0
2016-03-01,273200
2016-10-01,5746900
2012-11-01,352000
2015-06-01,785400
2018-05-01,2195800
2015-09-01,11535300
2014-01-01,388200
2017-10-01,7074500
2018-03-01,1271300
2014-11-01,309700
2016-02-01,2277800
2017-11-01,1041400
2016-12-01,3048700
2014-06-01,1436500
2017-11-01,3882600
2018-01-01,1143000
2015-09-01,669800
2014-03-01,372500
2018-03-01,300600
2018-05-01,511700
2014-07-01,5279500
2012-07-01,1906100
2017-07-01,6216200
2018-05-01,2695700
2012-12-01,1317500
2018-05-01,1455100
2018-06-01,5612900
2017-12-01,4529200
2017-02-01,1398300
2013-12-01,362400
2015-01-01,556200
2016-07-01,205000
2013-01-01,1507600
2016-12-01,2319200
2017-02-01,28200
2018-07-01,25000
2018-01-01,440400
2017-12-01,1580100
2018-04-01,4427400
2013-02-01,704400
2018-07-01,390600
2018-05-01,3645500
2017-06-01,290900
2012-11-01,643000
2017-07-01,208600
2013-04-01,107300
2013-08-01,3858500
2014-04-01,660700
2017-04-01,518100
2018-02-01,309700
2015-09-01,7677800
2017-08-01,2188700
2014-12-01,157100
2017-11-01,776700
2013-07-01,1727600
2013-06-01,2861600
2018-09-01,1008300
2014-01-01,107400
2018-08-01,8771900
2014-03-01,1021600
2012-10-01,4514200
2017-06-01,641000
2014-10-01,446200
2018-09-01,3154200
2012-04-01,1561500
2018-06-01,3858000
2012-11-01,2829000
2015-11-01,5641100
2016-10-01,3635000
2012-11-01,86500
2017-08-01,360500
2018-08-01,2470200
2016-11-01,152000
2016-06-01,733000
2017-10-01,313000
2012-10-01,74800
2015-10-01,896000
2016-10-01,1100100
2013-09-01,311100
2017-10-01,1768200
2013-01-01,2186800
2018-09-01,6548100
2018-07-01,13576300
2017-12-01,261400
2017-09-01,1155500
2012-11-01,2493300
2018-09-01,432100
2013-02-01,69400
2012-03-01,441300
2012-04-01,1733700
2016-05-01,111900
2017-01-01,584700
2015-08-01,992000
2018-05-01,41800
2016-05-01,357100
2018-05-01,543700
2013-08-01,102400
2012-05-01,50500
2013-03-01,2992000
2018-06-01,78700
2017-12-01,100
2012-11-01,4398000
2013-09-01,404400
2018-09-01,4805300
2016-01-01,306100
2014-12-01,409200
2017-08-01,2438200
2013-12-01,297300
2014-04-01,805600
2018-01-01,3012900
2018-02-01,1088200
2018-03-01,187900
2012-09-01,389500
2013-09-01,612900
2017-07-01,791900
2018-09-01,559000
2018-06-01,668800
2016-06-01,4100900
2014-11-01,1948000
2018-08-01,5076800
2015-02-01,225600
2018-09-01,456100
2012-10-01,526100
2012-01-01,236800
2012-01-01,1216400
2013-01-01,811100
2017-11-01,411100
2016-04-01,3237300
2016-09-01,5146800
2012-03-01,137500
2018-06-01,610200
2015-04-01,724500
2017-05-01,1199500
2018-04-01,1518900
2014-11-01,1272900
2013-01-01,69100
2015-03-01,83200
2014-07-01,888500
2016-05-01,122700
2013-03-01,460800
2017-11-01,917800
2018-09-01,4148800
2015-04-01,1923400
2017-01-01,454400
2015-04-01,530100
2017-02-01,1603800
2013-12-01,46100
2012-01-01,558500
2012-08-01,403900
2014-04-01,506200
2018-09-01,5158900
2012-10-01,519900
2012-09-01,818900
2016-10-01,4610800
2017-02-01,372300
2012-11-01,3363400
2016-10-01,1900100
2018-06-01,5369000
2016-06-01,804300
2015-06-01,139900
2013-10-01,1543400
2017-12-01,2936000
2018-08-01,9065700
2013-09-01,138000
2017-12-01,996500
2016-11-01,176700
2018-07-01,4621700
2014-09-01,2068200
2017-02-01,501100
2015-02-01,1107900
2016-06-01,3107600
2018-01-01,33100
2013-05-01,340900
2015-01-01,942600
2012-02-01,263500
2017-09-01,7083700
2015-02-01,514800
2013-06-01,291000
2016-05-01,2920400
2013-10-01,2773900
2018-05-01,2664300
2013-05-01,645600
2017-12-01,2154400
2018-04-01,51300
2013-11-01,72300
2015-01-01,313200
2014-10-01,107400
2014-09-01,240000
2018-09-01,1358500
2015-07-01,3834500
2016-06-01,3280100
2014-03-01,292800
2015-08-01,2394700
2013-11-01,304500
2013-01-01,3620900
2018-08-01,6180300
2012-01-01,63100
2017-11-01,185600
2016-07-01,6088700
2014-04-01,477300
2017-10-01,4682800
2016-06-01,3019500
2017-10-01,1177600
2018-04-01,2568400
2017-01-01,50400
2012-07-01,565300
2013-11-01,150100
2018-06-01,1460500
2015-11-01,90000
2017-12-01,59900
2013-05-01,1180200
2014-06-01,1513500
2013-10-01,112900
2017-04-01,299000
2018-04-01,37000
2012-03-01,2261800
2012-03-01,49600
2018-06-01,3161100
2012-02-01,1920500
2017-10-01,2948200
2014-04-01,1676100
2018-07-01,7895300
2018-06-01,770300
2015-06-01,2585200
2013-11-01,2581200
2018-03-01,484800
2017-10-01,1357800
2014-06-01,76400
2016-04-01,2082000
2016-11-01,4461100
2014-11-01,2719500
2018-04-01,1209700
2017-05-01,3332900
2013-02-01,3073400
2012-05-01,3304900
2018-07-01,6621300
2017-10-01,2067800
