year_month,total_gallons
2013-08-01,42958800
2013-06-01,7444800
2018-09-01,26443300
2017-11-01,189200
2014-11-01,2750600
2012-10-01,9082100
2012-06-01,81863700
2012-09-01,22200800
2012-12-01,10308600
2014-10-01,23735300
2015-08-01,211800
2014-05-01,8395500
2017-06-01,18215200
2013-10-01,52512600
2014-01-01,18986300
2013-08-01,22273200
2013-11-01,84275700
2018-08-01,16965000
2016-04-01,6852000
2014-08-01,29408100
2012-12-01,25386300
2017-11-01,8583900
2016-05-01,153800
2014-02-01,11586900
2013-08-01,629000
2016-04-01,5519800
2014-01-01,641900
2016-03-01,4120400
2017-06-01,18643600
2016-02-01,23168700
2016-04-01,364900
2014-09-01,9228700
2013-09-01,9487300
2013-11-01,15822100
2016-04-01,1679900
2014-05-01,15742200
2016-04-01,21939100
2015-05-01,413300
2017-03-01,15959200
2015-09-01,536300
2015-10-01,10625100
2016-03-01,22515900
2016-05-01,11417000
2012-01-01,2744700
2014-10-01,8713100
2014-08-01,14848400
2015-04-01,8265600
2013-06-01,3443900
2015-05-01,192200
2012-01-01,116900
2016-12-01,198100
2018-09-01,8798900
2015-07-01,19629800
2015-08-01,80596500
2013-08-01,3473400
2012-07-01,28249200
2012-04-01,21669700
2016-09-01,6850700
2015-02-01,132200
2012-09-01,52965900
2013-09-01,7206700
2012-10-01,14788500
2015-09-01,11404600
2012-07-01,3668400
2013-05-01,22098900
2014-05-01,9905000
2016-04-01,2980600
2018-04-01,283600
2016-07-01,22377900
2016-11-01,1845500
2014-04-01,7016100
2017-03-01,23157100
2013-12-01,78094000
2015-04-01,3864600
2013-01-01,85523800
2013-09-01,91170200
2015-01-01,82833000
2016-12-01,21856800
2016-06-01,9438300
2015-02-01,12146800
2016-05-01,22456700
2016-10-01,18310100
2015-05-01,4862200
2014-12-01,19996900
2015-12-01,38276300
2015-03-01,12678300
2012-11-01,84823800
2012-05-01,7457600
2016-04-01,12729200
2016-03-01,12033800
2016-10-01,9900600
2017-02-01,5068100
2014-08-01,1653700
2017-02-01,10698400
2014-04-01,15338500
2016-06-01,18589500
2013-07-01,22550500
2014-12-01,26074400
2012-07-01,27359600
2016-06-01,17969600
2012-07-01,12764800
2015-08-01,2302100
2012-04-01,255900
2012-03-01,11131400
2013-12-01,21426000
2014-09-01,608600
2018-04-01,12928300
2016-01-01,11962400
2015-03-01,15349100
2013-11-01,22603800
2013-04-01,14925900
2015-07-01,2830900
2015-01-01,8168700
2014-08-01,507500
2012-05-01,24781900
2016-06-01,22804300
2012-05-01,18500
2017-07-01,6009900
2015-04-01,10241400
2016-04-01,25048300
2015-05-01,3923200
2012-07-01,13852400
2013-08-01,23408600
2013-06-01,12217400
2015-06-01,14274300
2016-08-01,32194000
2012-07-01,8633000
2015-07-01,23626400
2018-03-01,27369900
2012-07-01,9007000
2014-07-01,86122600
2014-03-01,3257600
2013-07-01,21839400
2016-01-01,17367000
2017-09-01,3328900
2016-08-01,452500
2015-12-01,34727300
2015-07-01,48209900
2016-06-01,2182100
2013-05-01,7159300
2014-02-01,20686500
2014-03-01,5506800
2017-10-01,33617800
2014-01-01,9344400
2012-08-01,8266000
2012-04-01,14177300
2012-08-01,17400
2012-09-01,19000
2018-05-01,23653800
2015-04-01,111400
2012-11-01,3053800
2016-11-01,10793400
2014-10-01,76410800
2013-02-01,3012400
2014-06-01,23400
2016-07-01,14829300
2012-10-01,16572800
2012-12-01,7090500
2018-04-01,5094100
2013-10-01,8516500
2012-05-01,7424200
2015-10-01,210700
2013-04-01,11800700
2016-12-01,11557700
2014-03-01,16350800
2015-01-01,22021800
2013-05-01,80171600
2012-06-01,5230700
2016-03-01,39200
2018-05-01,30050400
2013-07-01,3668200
2012-05-01,11411400
2015-12-01,72883500
2015-06-01,31096100
2015-10-01,18165800
2015-05-01,6265800
2018-08-01,10090600
2017-11-01,30753000
2017-03-01,2662700
2017-04-01,4312200
2018-08-01,14682700
2012-01-01,2846100
2014-08-01,19635800
2013-09-01,22748100
2014-04-01,313100
2015-02-01,18024600
2014-05-01,31194500
2012-08-01,7224500
2016-02-01,10481300
2014-08-01,4451500
2012-02-01,2589900
2012-11-01,13400
2012-09-01,14673800
2016-12-01,402500
2012-12-01,2790000
2015-08-01,14966500
2012-10-01,18560500
2016-02-01,16171100
2016-06-01,4671400
2018-09-01,26304700
2013-04-01,2720200
2017-10-01,13444800
2016-10-01,3284400
2012-04-01,19733400
2012-02-01,17693900
2015-12-01,27948200
2015-11-01,239000
2017-02-01,26406100
2013-01-01,47498600
2018-03-01,3843100
2014-01-01,18175500
2015-08-01,1472700
2016-10-01,11494000
2017-04-01,16517000
2015-08-01,2938400
2016-07-01,5102800
2018-02-01,3108000
2012-09-01,317200
2016-06-01,23720200
2013-05-01,13234000
2013-01-01,34626700
2012-09-01,12716300
2012-11-01,3388800
2018-02-01,13014100
2017-03-01,17077800
2015-09-01,332000
2014-06-01,5601100
2013-01-01,30903100
2015-08-01,5050300
2015-02-01,16447000
2014-01-01,13700
2013-03-01,17700
2014-04-01,14101900
2013-09-01,24791100
2017-04-01,5198200
2016-03-01,1662200
2015-10-01,21378300
2014-01-01,7185100
2012-09-01,7166200
2015-11-01,20788100
2016-10-01,12995600
2015-02-01,14655700
2012-12-01,20551400
2015-04-01,14422000
2012-01-01,9993800
2016-10-01,43100
2013-03-01,6828000
2017-05-01,2647900
2013-01-01,49653100
2017-04-01,46722400
2013-09-01,648900
2014-02-01,11150800
2016-05-01,5606400
2016-01-01,22185000
2013-01-01,387800
2018-09-01,74966200
2014-07-01,7902800
2014-05-01,182900
2013-07-01,41084200
2013-05-01,4312900
2012-02-01,6345400
2014-08-01,2675500
2015-10-01,24050200
2012-03-01,19841200
2018-03-01,10531100
2013-06-01,22345100
2012-08-01,3289900
2015-09-01,1518200
2014-01-01,13421800
2014-12-01,12069900
2014-09-01,8760400
2017-09-01,21671000
2013-12-01,20258800
2013-01-01,23277100
2017-11-01,29902700
2014-04-01,3910700
2013-06-01,37759400
2012-11-01,50079900
2014-12-01,7020400
2015-09-01,23118100
2018-07-01,12226700
2014-11-01,8907100
2018-02-01,31597600
2013-10-01,47921600
2012-10-01,49098800
2012-06-01,23000
2017-11-01,70955900
2017-07-01,4677000
2012-01-01,48585100
2018-06-01,11756700
2012-07-01,25646600
2014-05-01,13260100
2016-07-01,5001900
2015-12-01,20398200
2018-09-01,3447700
2015-02-01,1982000
2015-04-01,47220700
2018-09-01,6135000
2014-03-01,40903300
2014-02-01,16150200
2017-12-01,11878100
2017-08-01,32842900
2014-02-01,429700
2018-06-01,17110800
2018-06-01,12627400
2016-06-01,23641500
2016-03-01,4195500
2016-07-01,11274500
2016-09-01,82443000
2013-05-01,3069600
2013-09-01,2771900
2012-05-01,280100
2018-09-01,16309100
2015-06-01,195700
2013-11-01,16910100
2015-07-01,23132000
2014-01-01,11787500
2016-07-01,14376300
2016-01-01,1809800
2016-03-01,12306500
2013-05-01,468600
2013-12-01,20946500
2015-06-01,7258900
2015-11-01,31739600
2016-07-01,13661400
2014-11-01,12382000
2016-06-01,5946100
2016-09-01,14703400
2015-11-01,23094200
2013-09-01,28082400
2016-07-01,12339300
2014-11-01,25953700
2014-05-01,20965700
2016-07-01,17842100
2017-01-01,16455900
2014-04-01,146100
2012-08-01,23749800
2018-07-01,5434500
2017-08-01,51434500
2016-02-01,20344500
2014-09-01,1754900
2018-08-01,585200
2013-07-01,7909900
2015-03-01,23498500
2015-08-01,54680100
2014-05-01,74823800
2012-08-01,5208400
2012-08-01,3256100
2016-06-01,11528900
2013-08-01,2326900
2018-03-01,6323000
2014-01-01,15312600
2015-12-01,51172600
2012-07-01,7192900
2014-12-01,79524200
2012-09-01,4854300
2016-12-01,12268000
2013-06-01,11500
2013-01-01,7762600
2014-04-01,21686500
2012-08-01,17517800
2013-02-01,2557700
2015-06-01,4096700
2017-09-01,20416700
2012-02-01,73949800
2013-04-01,14934700
2014-08-01,11282500
2018-08-01,18324900
2014-04-01,8900800
2012-01-01,2477000
2016-01-01,5325800
2016-09-01,186800
2013-04-01,7344700
2018-01-01,4104000
2015-02-01,20754500
2016-09-01,7586400
2018-02-01,32403900
2013-08-01,29500
2016-11-01,4090300
2012-09-01,3484000
2016-12-01,52604200
2016-07-01,3149600
2013-10-01,9988600
2016-11-01,28347200
2017-02-01,6292500
2018-08-01,591100
2018-07-01,11849200
2015-02-01,30400
2013-12-01,2329300
2016-11-01,5559000
2017-10-01,17540000
2012-10-01,85318000
2012-03-01,4620500
2015-09-01,19845300
2018-07-01,15244900
2013-01-01,7819700
2013-08-01,249700
2013-01-01,187800
2013-03-01,30234400
2012-04-01,583800
2012-08-01,13000
2016-11-01,6587200
2014-07-01,2214600
2013-12-01,309800
2014-07-01,4241600
2012-05-01,362900
2017-03-01,30329400
2012-06-01,16272900
2018-06-01,35786700
2014-08-01,355700
2014-03-01,74731700
2014-02-01,8358100
2015-10-01,7230100
2016-05-01,22622100
2013-01-01,22277900
2015-07-01,7314800
2015-08-01,11659400
2016-12-01,5458500
2015-07-01,227300
2018-08-01,16399100
2015-11-01,17730000
2018-02-01,15402800
2017-08-01,5033500
2012-03-01,273700
2014-10-01,327700
2012-11-01,21083300
2015-01-01,172900
2014-11-01,9449900
2012-08-01,9284700
2018-02-01,47759400
2016-09-01,24175400
2014-05-01,24187900
2017-03-01,2438400
2016-02-01,11083100
2017-03-01,4510300
2013-09-01,17806000
2014-08-01,7492700
2014-11-01,7204400
2015-07-01,10859500
2014-11-01,14034200
2016-11-01,74930800
2012-04-01,313900
2013-10-01,18902000
2016-02-01,15818100
2015-06-01,12160900
2018-06-01,5127600
2014-12-01,2783200
2014-05-01,16025300
2012-03-01,283800
2016-08-01,14324100
2018-02-01,10219800
2018-08-01,13680300
2014-03-01,22935300
2014-11-01,50602900
2014-02-01,11458600
2012-07-01,85895200
2015-01-01,21902100
2018-03-01,30172700
2012-11-01,24831800
2016-01-01,10737500
2013-05-01,379500
2013-10-01,13685700
2013-04-01,17250200
2014-08-01,17752600
2015-04-01,30754500
2016-03-01,6910100
2016-11-01,48825600
2013-02-01,45135200
2013-02-01,9684800
2015-10-01,81888400
2017-11-01,15042400
2016-05-01,348100
2016-01-01,22792000
2013-11-01,25713700
2017-11-01,40318700
2017-03-01,20679500
2016-06-01,7549600
2014-07-01,8413800
2012-07-01,11845100
2017-03-01,9033600
2014-12-01,4082800
2015-01-01,50327400
2014-04-01,5627600
2012-04-01,25500
2014-07-01,25268600
2017-07-01,12931000
2012-12-01,17488200
2016-01-01,12438500
2014-03-01,272800
2015-02-01,6706000
2015-01-01,510900
2017-01-01,21436400
2015-11-01,187000
2018-03-01,14944900
2014-09-01,22513300
2013-03-01,16819700
2013-11-01,8921200
2017-10-01,4054100
2016-03-01,3222600
2012-10-01,7475000
2015-11-01,8208900
2016-03-01,11277800
2015-05-01,6670000
2013-05-01,116100
2018-09-01,5297000
2016-11-01,3900000
2013-10-01,2583600
2012-10-01,3606800
2016-01-01,2442300
2016-11-01,21601900
2012-02-01,10400000
2016-08-01,23228500
2015-07-01,38812200
2013-03-01,3052000
2017-01-01,5930500
2015-03-01,10934200
2016-12-01,2568300
2013-05-01,20954900
2012-01-01,21880600
2013-08-01,5399900
2012-04-01,6612100
2017-10-01,11524500
2013-06-01,10810800
2014-11-01,17755600
2012-02-01,6778400
2015-11-01,2342100
2012-01-01,11858900
2016-05-01,2894000
2012-02-01,8649700
2014-08-01,14231600
2015-09-01,36126800
2013-05-01,26045300
2012-09-01,63100
2013-03-01,7146900
2015-11-01,448800
2013-05-01,12301000
2013-10-01,3376400
2013-05-01,22498200
2013-11-01,8090000
2013-12-01,49188200
2016-10-01,23149400
2016-05-01,2165300
2012-08-01,23697200
2012-08-01,3969600
2015-06-01,20407900
2016-06-01,91300
2016-11-01,30861200
2016-08-01,10716400
2016-08-01,15376700
2016-02-01,319200
2015-07-01,13220200
2018-02-01,12627200
2015-05-01,27300
2014-11-01,14694600
2012-03-01,2024800
2014-09-01,5101900
2017-01-01,211600
2013-01-01,12510000
2012-12-01,521000
2012-09-01,9624200
2016-08-01,244800
2012-02-01,19001300
2013-11-01,16328500
2013-09-01,4938300
2014-08-01,19183200
2013-10-01,16910300
2013-04-01,19466000
2018-06-01,22237100
2015-09-01,4239900
2016-09-01,203700
2014-05-01,13856000
2013-01-01,12495600
2015-09-01,2524100
2018-01-01,58609900
2014-02-01,6601300
2013-10-01,16771200
2014-04-01,19193500
2014-09-01,16349500
2013-12-01,8254200
2016-04-01,13102700
2018-02-01,10397700
2018-01-01,5476400
2014-03-01,198300
2012-10-01,254600
2014-07-01,29952100
2016-10-01,49834000
2012-10-01,4529000
2017-03-01,7202200
2013-04-01,12296500
2012-07-01,22601700
2014-04-01,49518100
2012-05-01,84210200
2017-08-01,12138300
2014-10-01,30904100
2013-10-01,37787400
2016-11-01,22505200
2016-08-01,12541600
2014-07-01,14133100
2016-03-01,6791300
2016-08-01,17394100
2017-12-01,140700
2015-07-01,14036200
2013-03-01,308500
2018-09-01,35675100
2012-11-01,467200
2015-05-01,18049900
2015-05-01,25062900
2014-10-01,7134100
2016-08-01,26135200
2016-08-01,4654200
2016-09-01,15263700
2018-03-01,31533300
2012-11-01,6769100
2012-11-01,22305000
2013-06-01,2139600
2014-10-01,49968300
2016-05-01,12826200
2014-07-01,11598700
2017-03-01,6476400
2015-03-01,15135600
2017-05-01,12483000
2017-06-01,21863100
2017-06-01,12474400
2016-11-01,22898300
2017-09-01,15306900
2017-09-01,430500
2017-07-01,13940300
2014-09-01,12143400
2014-06-01,12699300
2017-07-01,3044400
2017-06-01,188700
2017-04-01,19483800
2017-05-01,13424000
2017-03-01,22341400
2017-06-01,3025000
2017-07-01,233100
2016-11-01,13879700
2016-09-01,14129900
2017-08-01,12656900
2017-03-01,2894700
2016-03-01,10147000
2014-06-01,47211800
2017-08-01,196200
2017-05-01,2613800
2017-08-01,3119400
2017-06-01,9119400
2014-01-01,47442500
2015-12-01,12290600
2014-07-01,47030600
2017-08-01,12255300
2017-10-01,357300
2017-07-01,3174300
2015-01-01,14602400
2014-03-01,44689100
2017-02-01,6197900
2017-04-01,21962200
2017-09-01,9191600
2014-04-01,10571100
2014-05-01,45991700
2017-07-01,22187400
2017-08-01,53400
2017-08-01,409900
2016-01-01,12819200
2015-10-01,10815100
2016-02-01,12088200
2017-06-01,11194800
2017-06-01,13063200
2017-08-01,1962700
2016-12-01,23031400
2014-10-01,10716200
2014-11-01,12009700
2016-12-01,2878600
2017-06-01,24852000
2017-06-01,462900
2015-04-01,11685400
2017-04-01,10768500
2013-12-01,47136300
2013-09-01,49536900
2013-10-01,49319400
2017-07-01,8229300
2016-07-01,13064000
2017-05-01,21908700
2017-07-01,336700
2017-09-01,12400
2016-08-01,12860500
2014-02-01,44951300
2017-07-01,2401900
2017-02-01,3307200
2017-05-01,7289600
2017-05-01,3787800
2017-05-01,12477100
2017-01-01,24056400
2014-12-01,10665200
2017-07-01,12652300
2017-06-01,13698800
2017-06-01,7702800
2015-09-01,12220800
2017-09-01,8212400
2017-07-01,107000
2013-11-01,9877800
2017-09-01,415800
2017-06-01,2744400
2017-10-01,188500
2015-11-01,11670200
2014-01-01,12751300
2017-09-01,3271300
2017-05-01,146300
2015-05-01,11777100
2015-06-01,12056700
2014-02-01,10134100
2017-05-01,12816200
2013-06-01,47386600
2017-04-01,21294700
2017-04-01,8278700
2017-08-01,9645800
2017-05-01,385900
2016-09-01,2199500
2017-08-01,24300
2016-10-01,12443600
2017-04-01,12834100
2017-09-01,12963300
2014-03-01,10983100
2017-05-01,25400
2017-05-01,20149300
2017-02-01,10895100
2017-08-01,13084000
2017-03-01,12643500
2017-01-01,13312200
2017-05-01,8730400
2015-07-01,12303600
2017-06-01,22662300
2017-02-01,20719800
2017-04-01,2499100
2017-05-01,21871400
2016-10-01,22095500
2017-08-01,7918400
2017-03-01,19673200
2017-06-01,15800
2016-04-01,13339700
2016-06-01,12904400
2015-08-01,12468100
2017-07-01,23801200
2013-11-01,49245500
2014-05-01,11386700
2013-10-01,11461000
2013-12-01,11374200
2014-08-01,12566600
2017-07-01,9556000
2015-02-01,10364900
2013-08-01,50287000
2013-07-01,46261600
2017-07-01,12384800
2017-04-01,2684600
2014-04-01,47652600
2016-12-01,12318400
2013-09-01,5808200
2017-10-01,16148000
2016-07-01,32319300
2016-10-01,15238800
2016-05-01,30098900
2016-06-01,226700
2017-10-01,4441700
2015-03-01,5859000
2015-09-01,17887600
2015-08-01,18878700
2013-07-01,5026900
2016-11-01,14317900
2017-10-01,13990500
2017-10-01,49711900
2018-03-01,47238600
2013-12-01,4338900
2016-01-01,4687500
2016-07-01,17699800
2012-09-01,14526900
2018-04-01,72137200
2018-03-01,12183500
2012-09-01,18392900
2013-07-01,13990300
2014-08-01,18576200
2013-07-01,5894800
2012-05-01,109000
2013-01-01,12201400
2017-05-01,15985600
2013-05-01,45796800
2017-05-01,70246800
2015-11-01,49848100
2017-08-01,41953400
2012-11-01,134100
2013-06-01,28782500
2016-08-01,28622800
2017-05-01,31175200
2016-07-01,4746400
2016-04-01,14827400
2016-02-01,5274300
2015-08-01,28941800
2018-05-01,190100
2017-08-01,12079700
2014-12-01,13548900
2014-09-01,18737600
2012-12-01,16166500
2018-07-01,4873400
2017-04-01,70868400
2016-05-01,235900
2018-02-01,12259700
2018-06-01,3048100
2013-10-01,3653200
2018-04-01,22166400
2018-08-01,3510300
2013-07-01,335700
2012-04-01,8679700
2014-05-01,275700
2018-06-01,14661500
2013-03-01,11552800
2018-02-01,23225900
2017-11-01,49275500
2013-02-01,12438700
2012-08-01,13142200
2014-03-01,46676200
2015-06-01,55494300
2016-05-01,5289900
2018-02-01,51253100
2018-08-01,36567800
2017-11-01,11117300
2013-04-01,14993700
2014-04-01,11961400
2017-12-01,311300
2015-06-01,36673600
2018-07-01,3075000
2014-12-01,3553500
2015-02-01,11423600
2016-10-01,21175900
2016-05-01,10705000
2015-09-01,4736000
2012-08-01,14015200
2015-03-01,42577000
2015-07-01,13630600
2013-02-01,32668300
2013-08-01,19415100
2018-04-01,16952600
2018-07-01,4996900
2013-03-01,11987100
2013-12-01,17707500
2014-02-01,10546200
2018-09-01,190800
2017-09-01,12409600
2017-10-01,30164600
2017-09-01,25281600
2015-06-01,4711400
2018-03-01,41768500
2017-11-01,42458000
2018-05-01,11734700
2014-06-01,38012700
2014-01-01,3326900
2014-01-01,17678600
2015-07-01,18031300
2017-10-01,15062100
2017-09-01,15259600
2013-03-01,12577300
2018-06-01,19418700
2015-01-01,5919600
2013-05-01,15803300
2016-08-01,12472700
2013-03-01,14771300
2012-05-01,14397900
2012-10-01,40490500
2018-03-01,36019600
2015-11-01,39096400
2015-04-01,17373500
2014-01-01,12776900
2017-05-01,38096800
2017-05-01,4364300
2016-04-01,17087300
2013-08-01,17063200
2017-12-01,37295600
2012-09-01,18306600
2017-01-01,77151600
2014-04-01,9854500
2016-09-01,15995100
2016-06-01,57313200
2018-03-01,65844200
2012-10-01,33848400
2017-11-01,13323900
2017-10-01,120300
2013-02-01,11122900
2013-09-01,16676700
2013-09-01,36258300
2013-07-01,49541100
2015-01-01,4929100
2017-09-01,32551200
2013-09-01,42090900
2014-12-01,35371600
2014-02-01,71300
2017-12-01,12502700
2017-02-01,3876500
2015-11-01,14556200
2015-01-01,151200
2015-08-01,57117600
2017-11-01,2928500
2017-12-01,10437400
2016-01-01,79900
2016-09-01,4649500
2014-12-01,16054600
2018-07-01,144400
2014-10-01,17467300
2017-12-01,15515400
2018-05-01,45323300
2012-04-01,2377800
2012-11-01,19000200
2015-08-01,376400
2015-03-01,46031600
2015-07-01,5610400
2013-02-01,15563800
2015-12-01,12909200
2018-04-01,11893400
2018-05-01,10204400
2013-05-01,5542900
2012-07-01,13335600
2018-06-01,3102500
2017-12-01,4248700
2018-02-01,12814100
2015-11-01,16657900
2014-06-01,11207200
2016-04-01,39350700
2017-03-01,18105800
2018-08-01,23150700
2013-02-01,41466700
2012-01-01,5650800
2013-08-01,5057800
2016-06-01,19038900
2018-08-01,6440600
2013-06-01,15857600
2012-06-01,16559300
2012-06-01,30144900
2015-06-01,13127200
2017-05-01,5375200
2016-11-01,12987000
2017-03-01,13288500
2015-02-01,3122400
2016-01-01,51570900
2012-03-01,13848200
2013-06-01,12699700
2018-05-01,5154400
2013-04-01,17138200
2014-04-01,17059800
2013-07-01,3763400
2014-11-01,4839600
2013-09-01,18305700
2018-03-01,16019100
2017-12-01,11647800
2017-06-01,11976700
2015-10-01,17654000
2016-02-01,239300
2012-09-01,311200
2015-07-01,10920400
2013-02-01,13943200
2014-02-01,17056800
2014-04-01,17099800
2017-12-01,11363500
2015-11-01,5371100
2012-11-01,5873600
2015-09-01,21333400
2018-01-01,229300
2015-10-01,53671600
2014-06-01,15147500
2015-01-01,31240700
2015-05-01,15585800
2015-08-01,14354900
2017-02-01,11571900
2018-08-01,12659500
2014-05-01,170800
2015-11-01,46057300
2015-03-01,126200
2012-03-01,3578600
2012-10-01,114600
2015-06-01,11224700
2012-01-01,17011700
2014-02-01,14254400
2017-12-01,3268100
2013-12-01,34608600
2013-09-01,13274200
2017-11-01,12517500
2016-09-01,20079100
2015-06-01,18508400
2013-06-01,14082900
2012-04-01,46594000
2017-06-01,3147900
2013-12-01,14976800
2014-01-01,18469600
2018-02-01,22002100
2014-03-01,13294800
2015-09-01,14483500
2018-07-01,33918100
2014-01-01,483800
2014-02-01,3192000
2013-05-01,15937400
2016-02-01,18660800
2014-12-01,35047200
2014-04-01,30682700
2018-05-01,67338500
2015-04-01,12939200
2012-01-01,5062900
2018-05-01,3272900
2016-03-01,13558800
2017-01-01,51116700
2014-10-01,17904600
2018-02-01,38417400
2013-10-01,19274500
2018-08-01,33353000
2016-05-01,52137600
2017-12-01,141500
2015-05-01,45900
2018-03-01,11149100
2016-04-01,50654400
2012-10-01,35057200
2016-11-01,167600
2012-02-01,343100
2017-05-01,12895700
2014-02-01,4942100
2012-10-01,6061400
2018-02-01,34467200
2018-06-01,604200
2017-01-01,13590800
2017-08-01,9892000
2017-11-01,21817400
2017-04-01,20808100
2018-07-01,71113400
2013-10-01,41014200
2014-05-01,17651500
2012-03-01,4404000
2014-10-01,13939300
2018-09-01,13597200
2015-04-01,50876800
2018-03-01,5009800
2018-05-01,36994400
2012-11-01,50789600
2014-01-01,32773100
2017-10-01,73511700
2014-05-01,35776400
2012-03-01,16583400
2015-04-01,15517700
2014-05-01,3852800
2013-06-01,4943600
2018-07-01,3812600
2013-02-01,14384700
2016-10-01,5600900
2012-11-01,332200
2016-08-01,76736900
2013-07-01,5229900
2012-07-01,6462600
2012-01-01,54947800
2014-02-01,30308000
2012-03-01,3778000
2013-03-01,9055200
2014-09-01,20147500
2015-09-01,215900
2018-04-01,53380100
2014-06-01,18393400
2017-06-01,5502500
2014-10-01,14188000
2013-05-01,14048900
2017-12-01,10906100
2014-04-01,16548000
2012-01-01,39841000
2013-06-01,14905700
2018-04-01,9517500
2012-01-01,120100
2016-04-01,17673800
2014-11-01,5681800
2018-09-01,51346400
2018-06-01,232000
2017-11-01,7011600
2012-05-01,14443600
2014-03-01,10788300
2018-03-01,270600
2013-08-01,16172200
2012-10-01,13820400
2017-09-01,6123200
2014-05-01,5568500
2017-11-01,12438300
2014-07-01,4050100
2014-05-01,12700300
2012-02-01,12055100
2018-08-01,56299500
2018-05-01,15790800
2016-02-01,13825500
2016-08-01,52506500
2017-04-01,16069700
2013-06-01,17221800
2016-03-01,28276600
2017-10-01,13398500
2015-11-01,12378600
2018-02-01,22711100
2015-10-01,12907800
2018-01-01,189600
2018-01-01,23572800
2013-09-01,3988100
2013-06-01,5315500
2016-04-01,13208300
2018-05-01,15554700
2015-11-01,5242600
2018-02-01,238100
2017-12-01,145900
2017-05-01,17167200
2017-10-01,12902400
2017-07-01,56885200
2018-02-01,8562500
2017-04-01,34420900
2012-12-01,33296000
2015-11-01,13707600
2016-08-01,41744100
2015-12-01,5200300
2014-03-01,75600
2016-05-01,15327000
2016-04-01,31389800
2013-08-01,31065900
2013-10-01,16451100
2018-08-01,3468900
2012-02-01,89500
2018-06-01,11100400
2012-11-01,37291200
2015-01-01,12184200
2015-10-01,10547500
2012-07-01,207200
2016-02-01,25228100
2016-02-01,13246200
2012-11-01,47272200
2015-03-01,15964200
2012-07-01,331400
2018-09-01,338000
2017-01-01,35962700
2012-03-01,43860900
2018-03-01,21485200
2013-12-01,3135000
2016-08-01,23313700
2013-11-01,14008100
2018-05-01,5470000
2012-12-01,13682900
2017-02-01,32322600
2012-04-01,4327500
2017-11-01,16564500
2015-07-01,33689200
2014-07-01,17742900
2018-09-01,13054300
2012-08-01,14574600
2017-12-01,15057700
2016-12-01,13304200
2017-08-01,17489100
2017-01-01,30304400
2018-03-01,10140300
2016-12-01,12315900
2015-11-01,49829300
2017-10-01,2823000
2017-04-01,49532800
2018-01-01,4035500
2012-07-01,5177600
2013-12-01,10733400
2016-03-01,6477800
2018-05-01,2969500
2012-12-01,5520200
2016-12-01,36960000
2016-09-01,34159500
2018-01-01,12238300
2013-09-01,374500
2015-01-01,14442600
2016-08-01,4978900
2012-11-01,12982400
2014-11-01,17304200
2013-10-01,12150700
2017-07-01,57401200
2016-11-01,19649100
2014-06-01,16591900
2012-06-01,170300
2017-03-01,39821400
2017-05-01,4266800
2015-02-01,49900
2018-07-01,417700
2015-07-01,76973300
2017-02-01,215100
2013-11-01,4654800
2018-09-01,3483000
2014-06-01,53707200
2017-06-01,214100
2016-11-01,53051800
2013-06-01,3390200
2015-07-01,13586900
2017-06-01,13546500
2014-12-01,11037000
2016-06-01,38504700
2017-01-01,17064300
2013-08-01,12931600
2018-01-01,17687800
2017-12-01,4673400
2012-10-01,16870600
2015-09-01,59096700
2014-05-01,4752100
2013-04-01,44838800
2013-09-01,499100
2018-07-01,280100
2018-04-01,6978400
2015-07-01,146800
2018-03-01,193600
2013-10-01,4581300
2014-11-01,331600
2014-12-01,45830100
2014-10-01,17736600
2018-02-01,19958100
2015-08-01,33647900
2016-07-01,39838800
2016-05-01,27055100
2017-12-01,16832200
2018-07-01,10757400
2015-07-01,16884200
2015-07-01,4825600
2018-08-01,5165600
2015-10-01,17274600
2013-03-01,34614400
2017-10-01,22254400
2014-09-01,6334000
2016-06-01,53909300
2015-02-01,32697100
2018-05-01,150000
2015-02-01,11983100
2012-10-01,12937700
2014-07-01,11163900
2012-07-01,3643300
2017-09-01,14880800
2016-10-01,13946000
2016-01-01,12404600
2017-12-01,4509200
2012-02-01,12448600
2015-11-01,12964500
2012-02-01,2723500
2018-07-01,23262700
2018-03-01,3264000
2017-04-01,37151400
2015-12-01,16611400
2015-06-01,86400
2013-05-01,4329100
2015-09-01,10969100
2016-11-01,40671700
2016-03-01,36055200
2015-03-01,224500
2018-02-01,10046800
2015-04-01,13171700
2016-01-01,31067800
2016-11-01,52293100
2015-06-01,46744800
2015-05-01,17981600
2015-01-01,34133400
2014-08-01,11039900
2018-01-01,11883900
2012-01-01,14504100
2018-06-01,50477200
2014-04-01,6263900
2013-10-01,328500
2017-09-01,24596700
2016-05-01,16088300
2018-09-01,39269000
2016-03-01,80857000
2012-10-01,15553200
2017-07-01,34149600
2012-02-01,12390500
2014-10-01,11291600
2013-04-01,4599100
2017-02-01,13268800
2013-03-01,13219800
2014-04-01,11424000
2012-01-01,14111000
2012-03-01,13295800
2015-06-01,15881500
2016-11-01,17463700
2015-04-01,5323500
2016-10-01,12169500
2018-03-01,8043000
2015-07-01,17467100
2014-06-01,173700
2016-02-01,11986400
2013-11-01,50061300
2016-12-01,80324500
2012-01-01,10143900
2018-02-01,43699900
2014-09-01,18239100
2017-10-01,7592300
2015-12-01,263800
2016-10-01,12953800
2013-01-01,13936700
