year_month,total_gallons
2017-04-01,0
2017-04-01,31100
2014-09-01,44400
2015-11-01,4700
2012-10-01,78500
2012-04-01,1900
2015-09-01,1045800
2013-07-01,0
2014-07-01,53000
2017-03-01,105800
2012-05-01,258400
2013-08-01,9100
2014-11-01,23100
2016-08-01,17300
2015-10-01,809800
2014-04-01,938900
2013-04-01,30300
2014-10-01,9400
2014-09-01,18600
2013-05-01,609400
2013-12-01,3500
2012-09-01,29500
2016-10-01,6400
2013-02-01,2000
2014-07-01,4100
2015-01-01,17300
2018-04-01,21100
2014-05-01,80500
2018-02-01,21100
2013-02-01,6800
2013-03-01,11300
2018-05-01,24200
2016-11-01,20800
2014-05-01,18900
2016-09-01,33100
2017-04-01,6000
2013-03-01,62800
2016-11-01,102200
2016-01-01,329300
2016-04-01,4600
2014-02-01,28100
2015-07-01,38800
2012-06-01,31600
2016-05-01,19600
2015-11-01,17000
2015-06-01,200
2015-04-01,22400
2012-11-01,16800
2016-10-01,50400
2012-10-01,0
2013-04-01,239000
2012-04-01,19500
2013-09-01,227700
2012-09-01,216000
2017-02-01,14600
2015-01-01,0
2012-04-01,500
2014-08-01,41800
2017-01-01,284200
2016-02-01,24500
2016-11-01,30300
2013-03-01,5000
2015-05-01,38000
2012-10-01,1563000
2012-02-01,300
2015-07-01,24900
2015-10-01,30400
2017-02-01,205500
2016-05-01,54700
2016-02-01,10600
2014-12-01,0
2016-02-01,0
2014-06-01,23300
2016-04-01,404400
2014-12-01,22800
2015-05-01,300
2013-09-01,50900
2017-01-01,2800
2017-10-01,8700
2015-02-01,2300
2014-10-01,39900
2016-04-01,54900
2013-05-01,4500
2014-07-01,45800
2018-03-01,113000
2017-04-01,7200
2012-04-01,2500
2012-10-01,45800
2015-01-01,0
2016-04-01,46700
2015-01-01,0
2014-02-01,59900
2012-03-01,56400
2012-12-01,20100
2016-12-01,52500
2013-06-01,0
2016-10-01,32000
2012-07-01,191200
2014-12-01,5200
2013-11-01,25300
2015-11-01,156200
2013-03-01,13700
2012-11-01,60600
2012-06-01,21300
2013-02-01,105700
2012-06-01,1929800
2015-05-01,8600
2014-09-01,53200
2016-04-01,302700
2016-05-01,74800
2012-07-01,0
2018-04-01,16000
2012-06-01,191100
2018-09-01,59300
2014-09-01,13500
2015-04-01,16200
2014-05-01,9900
2015-10-01,3400
2016-06-01,31100
2015-08-01,121400
2014-12-01,4900
2016-02-01,24300
2012-09-01,44200
2015-06-01,4400
2013-07-01,10200
2012-08-01,6900
2013-12-01,300
2013-07-01,100
2015-10-01,2100
2016-08-01,143700
2012-08-01,22300
2013-01-01,3600
2013-11-01,600
2016-05-01,27500
2015-04-01,5800
2013-01-01,48200
2017-02-01,131700
2015-12-01,18000
2014-02-01,53900
2015-03-01,105900
2018-01-01,42000
2013-10-01,237900
2014-06-01,87900
2015-02-01,200
2014-09-01,189700
2013-09-01,179700
2013-08-01,1990300
2012-06-01,200
2014-02-01,200
2015-09-01,49300
2013-02-01,7100
2014-08-01,2700
2012-11-01,0
2013-08-01,242900
2014-02-01,29900
2015-10-01,25600
2012-07-01,636900
2016-12-01,161500
2017-01-01,541600
2015-08-01,13300
2013-06-01,98800
2015-12-01,3100
2013-05-01,53200
2016-04-01,12100
2012-02-01,3700
2018-04-01,972400
2014-09-01,28700
2016-09-01,16500
2012-07-01,35100
2016-11-01,132800
2013-11-01,13200
2013-10-01,5500
2016-03-01,11500
2017-03-01,1400
2015-12-01,5700
2017-02-01,1000
2014-06-01,0
2014-08-01,177900
2014-01-01,29300
2016-03-01,12600
2015-02-01,15400
2012-06-01,7300
2016-09-01,27400
2014-02-01,7800
2017-11-01,14400
2016-08-01,39700
2013-11-01,3200
2012-04-01,2700
2012-02-01,2700
2016-11-01,517400
2017-04-01,21400
2015-07-01,33800
2012-03-01,161000
2015-01-01,22000
2014-03-01,2900
2015-09-01,93100
2014-06-01,47400
2012-12-01,14900
2012-03-01,22300
2013-04-01,7900
2017-03-01,688800
2014-12-01,0
2013-09-01,4700
2018-01-01,13100
2013-09-01,12900
2012-09-01,249000
2013-03-01,138000
2012-01-01,10500
2016-07-01,75600
2013-08-01,123500
2017-01-01,78400
2015-05-01,74000
2016-04-01,14300
2012-07-01,4800
2015-12-01,53400
2017-04-01,170800
2013-06-01,4800
2015-07-01,8200
2017-04-01,6100
2016-09-01,0
2015-04-01,22000
2014-05-01,83200
2015-12-01,1900
2016-12-01,22300
2015-08-01,171800
2016-05-01,0
2018-03-01,200
2012-01-01,2900
2016-06-01,26900
2015-06-01,18200
2012-09-01,53600
2013-05-01,88900
2015-02-01,22700
2014-08-01,56600
2014-08-01,1618200
2015-01-01,4500
2017-02-01,32100
2016-01-01,1000
2013-11-01,229300
2016-01-01,13900
2016-08-01,4600
2016-06-01,86600
2014-09-01,174000
2014-04-01,57700
2017-04-01,42400
2014-03-01,600
2012-06-01,192600
2013-12-01,34800
2014-04-01,1100
2014-02-01,1200
2014-02-01,45300
2013-08-01,749300
2014-05-01,12200
2014-01-01,534400
2013-10-01,5600
2012-05-01,85100
2012-03-01,0
2015-07-01,8900
2015-08-01,8200
2013-01-01,6300
2013-01-01,6700
2014-07-01,0
2014-10-01,8400
2012-12-01,205200
2013-04-01,56400
2014-04-01,386000
2015-03-01,100500
2013-05-01,15200
2013-10-01,122700
2014-06-01,38200
2016-03-01,4400
2014-12-01,83400
2014-07-01,8500
2013-06-01,66400
2012-07-01,0
2016-12-01,32500
2017-10-01,2900
2015-07-01,30500
2012-11-01,37300
2016-07-01,11600
2015-02-01,2000
2015-10-01,56200
2013-01-01,200
2017-11-01,76400
2015-10-01,253600
2016-06-01,30800
2015-01-01,82200
2015-12-01,0
2017-03-01,2000
2016-12-01,372700
2014-10-01,72100
2012-01-01,38500
2013-04-01,7700
2016-07-01,51900
2013-09-01,45000
2013-03-01,12000
2013-12-01,475000
2014-11-01,5300
2016-11-01,4700
2016-02-01,108500
2013-08-01,127700
2013-06-01,9000
2013-07-01,113900
2017-01-01,91800
2018-04-01,434000
2015-01-01,27100
2016-06-01,19700
2016-03-01,11000
2018-06-01,10100
2016-08-01,3900
2013-03-01,2900
2016-04-01,5400
2013-01-01,47500
2012-01-01,0
2016-08-01,35300
2017-03-01,32200
2012-12-01,69200
2014-10-01,24000
2018-02-01,125000
2015-01-01,20700
2017-03-01,1500
2015-11-01,29900
2012-07-01,132400
2013-02-01,281700
2014-09-01,115700
2016-02-01,22100
2013-02-01,13300
2015-03-01,356000
2016-04-01,19600
2016-03-01,344000
2015-11-01,11000
2012-11-01,489800
2012-11-01,4700
2015-12-01,3600
2015-12-01,11400
2013-01-01,5200
2012-02-01,0
2018-03-01,7100
2017-04-01,3200
2016-05-01,62600
2018-01-01,38800
2015-08-01,2704000
2016-07-01,686800
2014-02-01,464600
2013-03-01,1388200
2012-06-01,86600
2013-08-01,0
2017-02-01,43400
2012-05-01,1400
2012-10-01,18700
2013-01-01,800
2017-12-01,16900
2018-06-01,8300
2014-06-01,76300
2014-03-01,51600
2013-08-01,1700
2012-07-01,8800
2015-09-01,326300
2012-08-01,33000
2018-04-01,230000
2015-03-01,25300
2013-06-01,32400
2016-06-01,24100
2013-10-01,3900
2012-12-01,512200
2014-11-01,91100
2012-10-01,80200
2017-01-01,52100
2016-11-01,103300
2018-05-01,53700
2016-09-01,2100
2013-01-01,208200
2013-04-01,28500
2015-12-01,900
2016-08-01,0
2013-09-01,2046300
2014-01-01,25600
2014-04-01,4700
2014-12-01,15700
2016-12-01,21000
2017-02-01,20400
2018-02-01,2300
2014-11-01,25200
2012-02-01,1700
2016-03-01,3200
2012-01-01,0
2016-08-01,59700
2016-06-01,4200
2015-01-01,6000
2013-11-01,22000
2015-06-01,0
2016-10-01,777500
2014-02-01,2800
2016-09-01,17800
2018-09-01,710700
2017-03-01,9300
2017-10-01,54200
2017-02-01,78500
2013-06-01,56900
2017-03-01,0
2014-12-01,1600
2015-10-01,24300
2015-11-01,5300
2018-06-01,58800
2014-03-01,9700
2015-12-01,25000
2015-05-01,18900
2013-01-01,11200
2018-03-01,43200
2012-03-01,2100
2016-09-01,19600
2013-03-01,26500
2015-11-01,16100
2016-06-01,4200
2015-07-01,463600
2015-08-01,12300
2012-07-01,39100
2014-03-01,625100
2012-08-01,30800
2015-09-01,187600
2017-04-01,14900
2012-11-01,33200
2015-03-01,0
2018-06-01,59600
2014-11-01,8400
2016-09-01,97700
2014-12-01,20500
2012-10-01,1000
2012-06-01,19900
2015-03-01,21600
2015-08-01,29300
2016-10-01,3800
2013-04-01,88900
2012-07-01,43900
2013-03-01,19700
2012-10-01,217800
2013-12-01,41900
2017-04-01,15500
2016-07-01,213700
2015-11-01,4200
2015-04-01,26900
2016-05-01,7200
2013-12-01,14300
2014-07-01,129800
2012-07-01,99800
2016-09-01,1507200
2017-02-01,0
2015-02-01,5800
2017-03-01,2800
2012-04-01,282000
2018-07-01,0
2014-10-01,32200
2015-12-01,100
2012-02-01,0
2015-08-01,123700
2016-10-01,21100
2017-10-01,22800
2015-07-01,21500
2014-09-01,17200
2012-01-01,2300
2016-10-01,1900
2017-12-01,5900
2017-12-01,53000
2016-11-01,1500
2016-12-01,39000
2016-03-01,24400
2016-12-01,65000
2012-01-01,36300
2015-07-01,5000
2018-09-01,14400
2015-02-01,16500
2012-07-01,65300
2017-04-01,421500
2015-01-01,28900
2016-03-01,36500
2017-02-01,1600
2014-08-01,560100
2016-02-01,56200
2017-03-01,4500
2013-08-01,71800
2012-03-01,134500
2012-07-01,2309700
2017-03-01,297900
2016-10-01,2500
2014-09-01,209100
2012-08-01,138100
2013-11-01,796600
2016-09-01,91700
2016-07-01,31700
2015-03-01,1400
2015-09-01,95300
2017-01-01,19500
2018-01-01,9600
2012-11-01,93300
2012-11-01,10000
2016-05-01,10200
2012-04-01,1041600
2014-10-01,198900
2013-03-01,45500
2013-03-01,700
2017-12-01,900
2016-04-01,0
2013-06-01,30200
2012-07-01,19100
2013-11-01,5100
2012-06-01,30800
2015-02-01,28200
2013-12-01,1200
2017-04-01,24800
2014-01-01,1000
2015-10-01,44000
2018-01-01,41100
2013-05-01,73100
2015-05-01,5000
2014-08-01,40700
2015-06-01,400
2017-01-01,54200
2014-02-01,9700
2013-11-01,14700
2012-08-01,50400
2015-06-01,9200
2015-06-01,300
2013-07-01,26600
2017-03-01,31600
2012-01-01,2500
2016-01-01,200
2013-10-01,3100
2017-02-01,0
2015-09-01,15900
2015-07-01,60200
2013-07-01,35700
2015-06-01,3600
2012-06-01,60300
2012-01-01,4600
2015-04-01,18100
2012-05-01,0
2016-09-01,16600
2015-10-01,112900
2013-03-01,396400
2017-04-01,5100
2012-05-01,27400
2015-05-01,34400
2016-12-01,1500
2016-05-01,18900
2017-01-01,12900
2012-11-01,53100
2015-12-01,13500
2018-02-01,16700
2016-08-01,89400
2015-05-01,94700
2017-01-01,40500
2016-12-01,14800
2013-03-01,35600
2013-08-01,20600
2016-12-01,731000
2016-09-01,71800
2015-06-01,39600
2015-09-01,37800
2016-02-01,7700
2016-07-01,5100
2013-07-01,130500
2012-05-01,47200
2014-07-01,58400
2014-11-01,113800
2015-07-01,29700
2017-01-01,3500
2016-10-01,21000
2015-12-01,88100
2013-10-01,1200
2016-05-01,21300
2014-12-01,18200
2015-04-01,10900
2015-07-01,89000
2012-04-01,32100
2012-03-01,0
2013-11-01,119500
2016-09-01,5100
2017-12-01,64600
2017-02-01,11600
2016-03-01,14300
2014-08-01,26500
2012-01-01,5900
2016-10-01,20200
2013-12-01,700
2016-05-01,17200
2014-05-01,11600
2013-07-01,213100
2014-03-01,304200
2014-10-01,71000
2014-07-01,465000
2015-07-01,74600
2018-01-01,28400
2013-05-01,1338800
2013-09-01,16300
2018-04-01,50500
2014-05-01,3800
2017-12-01,22200
2012-02-01,163700
2014-05-01,14900
2016-05-01,3000
2015-06-01,6500
2015-07-01,66200
2015-06-01,40400
2012-06-01,78300
2015-03-01,0
2013-03-01,175400
2014-12-01,3600
2017-04-01,13900
2016-03-01,5100
2018-05-01,8300
2015-04-01,3500
2012-05-01,26000
2013-08-01,157900
2018-07-01,156200
2014-12-01,10000
2013-04-01,56700
2015-04-01,2800
2016-12-01,6700
2017-03-01,0
2012-08-01,318200
2015-08-01,54100
2015-05-01,2300
2014-03-01,10800
2016-06-01,18900
2018-03-01,8900
2014-09-01,29300
2016-08-01,106300
2012-10-01,100400
2014-02-01,34400
2012-10-01,1000
2013-04-01,14700
2012-02-01,0
2014-11-01,21200
2016-08-01,2300
2017-03-01,7600
2015-06-01,70100
2013-02-01,21100
2015-07-01,24600
2013-02-01,2900
2016-12-01,39000
2013-05-01,0
2013-05-01,31600
2016-05-01,72500
2012-11-01,23700
2016-03-01,26200
2015-08-01,73600
2014-03-01,25700
2015-12-01,12300
2015-02-01,6200
2012-03-01,6000
2016-11-01,186400
2014-05-01,142800
2017-02-01,20000
2013-04-01,33600
2012-11-01,2100
2015-11-01,39300
2016-05-01,25400
2013-12-01,800
2017-04-01,3300
2016-03-01,57300
2015-10-01,88800
2012-02-01,11000
2014-09-01,7600
2014-11-01,1600
2013-05-01,36900
2015-06-01,16200
2016-01-01,58100
2015-09-01,35100
2014-09-01,157100
2014-03-01,25800
2016-05-01,3700
2016-01-01,11500
2015-10-01,165900
2017-02-01,25600
2016-07-01,35100
2016-02-01,255000
2016-10-01,0
2014-11-01,49000
2016-05-01,17700
2015-04-01,83300
2016-07-01,0
2018-04-01,7800
2013-11-01,12600
2016-02-01,59500
2012-10-01,214500
2014-12-01,250600
2012-02-01,900
2015-03-01,5900
2016-07-01,5600
2015-03-01,6300
2015-04-01,32200
2014-03-01,3100
2016-01-01,10300
2013-06-01,62000
2016-01-01,33100
2012-05-01,8000
2012-07-01,26500
2012-12-01,5800
2014-02-01,12000
2013-01-01,69200
2014-02-01,27000
2015-08-01,38200
2015-07-01,48200
2012-01-01,36900
2014-10-01,60100
2013-08-01,83000
2017-03-01,29900
2017-02-01,79000
2013-04-01,1399400
2016-05-01,25300
2014-09-01,9100
2013-03-01,1100
2013-05-01,13800
2012-02-01,101400
2014-11-01,2800
2015-03-01,14800
2016-04-01,29000
2017-03-01,7000
2015-02-01,57700
2016-09-01,19900
2014-08-01,98100
2014-03-01,46100
2017-04-01,84700
2016-10-01,5500
2014-11-01,11100
2016-11-01,10700
2014-08-01,37400
2016-01-01,2400
2014-01-01,220500
2013-09-01,200
2012-12-01,6800
2012-04-01,152600
2016-08-01,300
2014-01-01,51400
2014-06-01,20000
2014-10-01,16400
2017-03-01,7600
2013-03-01,30100
2013-03-01,317700
2014-09-01,52200
2015-05-01,76400
2016-08-01,60400
2013-06-01,30400
2013-05-01,2200
2014-10-01,3100
2012-02-01,17900
2013-12-01,8400
2012-03-01,0
2016-12-01,0
2013-08-01,15900
2016-10-01,255600
2014-03-01,73800
2018-03-01,2700
2014-06-01,44200
2016-06-01,68700
2014-10-01,19800
2014-02-01,28500
2014-12-01,31800
2014-06-01,21100
2014-12-01,5300
2017-02-01,5600
2016-10-01,24600
2012-12-01,0
2018-02-01,8000
2017-02-01,2100
2015-03-01,16800
2012-05-01,13700
2013-06-01,28900
2015-06-01,72900
2016-09-01,481000
2017-03-01,12200
2017-03-01,22300
2016-10-01,100
2013-04-01,9000
2015-03-01,3900
2014-07-01,21800
2016-04-01,34400
2014-12-01,13500
2013-02-01,40100
2015-12-01,77100
2015-10-01,1846100
2014-08-01,37200
2014-04-01,6000
2013-06-01,4500
2016-10-01,7000
2016-12-01,285800
2016-04-01,17300
2016-06-01,35000
2015-08-01,93600
2015-12-01,9100
2015-11-01,69200
2012-10-01,16500
2017-01-01,0
2013-01-01,0
2015-12-01,53000
2014-07-01,25500
2015-03-01,5900
2016-07-01,1829600
2012-05-01,33500
2012-03-01,649100
2016-06-01,15600
2012-10-01,11300
2012-09-01,34200
2013-07-01,28400
2013-11-01,75300
2016-02-01,31600
2012-12-01,54100
2012-02-01,0
2013-01-01,3500
2013-05-01,8800
2012-04-01,63600
2013-05-01,11900
2012-08-01,22600
2015-04-01,6600
2014-11-01,35200
2018-02-01,20600
2013-07-01,19000
2013-11-01,196500
2015-01-01,0
2016-01-01,4900
2016-06-01,2600
2018-02-01,1200
2016-01-01,8900
2013-06-01,7900
2014-01-01,3300
2013-04-01,10600
2014-01-01,8300
2014-03-01,3300
2014-03-01,5600
2014-12-01,11000
2015-11-01,72100
2017-02-01,6500
2015-11-01,28100
2016-06-01,146600
2012-08-01,22900
2014-03-01,15700
2014-12-01,155500
2016-11-01,2700
2012-12-01,20400
2013-12-01,251700
2015-08-01,200
2015-04-01,2400
2012-02-01,71600
2013-09-01,935300
2013-02-01,14600
2015-07-01,150100
2015-03-01,400
2012-10-01,28700
2014-09-01,53500
2013-09-01,31800
2014-05-01,541400
2015-05-01,16700
2017-02-01,15900
2013-05-01,51600
2015-09-01,128600
2013-05-01,21200
2012-03-01,0
2015-04-01,47600
2014-01-01,299900
2012-09-01,5300
2016-01-01,16300
2013-01-01,37200
2017-04-01,18200
2014-02-01,400
2016-08-01,51900
2012-06-01,0
2015-11-01,10200
2015-05-01,44100
2016-11-01,1100
2016-02-01,700
2015-02-01,15800
2013-09-01,29200
2018-09-01,29400
2014-12-01,24000
2016-08-01,223400
2014-03-01,11300
2016-11-01,13200
2012-12-01,33400
2018-09-01,24200
2016-06-01,25700
2015-02-01,0
2013-04-01,11900
2012-06-01,21800
2012-09-01,64200
2012-01-01,41000
2016-02-01,69300
2014-01-01,0
2016-05-01,33200
2016-01-01,95000
2016-05-01,218200
2013-09-01,44900
2014-12-01,4100
2016-01-01,0
2015-01-01,113200
2017-12-01,2200
2017-01-01,3000
2015-01-01,186000
2012-02-01,3800
2016-06-01,13600
2017-02-01,15700
2015-06-01,14500
2014-06-01,554900
2012-06-01,240000
2013-07-01,48000
2014-07-01,80100
2018-08-01,21800
2016-12-01,100
2012-03-01,5100
2015-01-01,175500
2017-01-01,0
2013-01-01,32400
2015-06-01,3100
2014-04-01,20400
2015-09-01,164400
2016-10-01,89100
2015-03-01,7300
2015-11-01,423600
2012-03-01,74600
2016-01-01,11600
2014-04-01,13500
2015-02-01,24000
2015-11-01,55600
2018-07-01,10600
2014-05-01,46300
2016-03-01,23100
2015-02-01,4400
2016-11-01,7200
2016-08-01,45400
2012-06-01,2600
2014-10-01,90900
2015-05-01,25600
2014-08-01,36500
2017-06-01,99800
2017-05-01,34500
2017-08-01,7600
2017-06-01,80900
2017-08-01,150400
2017-05-01,506600
2017-08-01,20800
2017-05-01,49300
2017-06-01,202300
2017-09-01,9600
2017-06-01,0
2017-07-01,63300
2017-09-01,0
2017-07-01,90100
2017-08-01,173900
2017-09-01,69000
2017-09-01,97900
2017-06-01,16200
2017-08-01,43300
2017-07-01,717900
2017-07-01,75500
2017-08-01,24700
2017-07-01,20500
2017-05-01,575600
2017-09-01,0
2017-07-01,50700
2017-08-01,107500
2017-09-01,68700
2017-08-01,131300
2017-06-01,44700
2017-05-01,1305200
2017-09-01,192700
2017-08-01,114000
2017-06-01,0
2017-09-01,29000
2017-08-01,14500
2017-05-01,230900
2017-04-01,60700
2017-06-01,13400
2017-06-01,22500
2017-09-01,34400
2017-08-01,14300
2017-07-01,9200
2017-09-01,38900
2017-07-01,18300
2017-05-01,85400
2017-06-01,127600
2017-05-01,0
2017-08-01,70100
2017-07-01,73500
2017-06-01,10600
2017-06-01,77000
2017-05-01,8300
2017-06-01,96400
2017-07-01,10100
2017-06-01,3400
2017-09-01,94900
2017-08-01,260200
2017-08-01,36100
2017-06-01,1427700
2017-06-01,9300
2017-05-01,6500
2017-09-01,48000
2017-07-01,19900
2017-07-01,13100
2017-06-01,12200
2017-09-01,29300
2017-06-01,149000
2017-08-01,50500
2017-10-01,75300
2017-08-01,18900
2017-05-01,35200
2017-09-01,15900
2017-07-01,80400
2017-08-01,44500
2017-09-01,700
2017-08-01,37800
2017-05-01,142600
2017-05-01,36800
2017-10-01,5200
2017-09-01,2058900
2017-10-01,0
2017-05-01,51000
2017-08-01,52000
2017-06-01,115200
2017-09-01,7400
2017-05-01,14200
2017-09-01,49200
2017-09-01,10600
2017-05-01,14700
2017-05-01,29200
2017-07-01,10900
2017-07-01,30400
2017-06-01,100
2017-05-01,17700
2017-06-01,48900
2017-08-01,1200
2017-07-01,0
2017-08-01,328100
2017-07-01,735300
2017-07-01,12500
2017-09-01,9600
2017-09-01,34800
2017-07-01,134400
2017-09-01,7500
2017-06-01,166600
2017-05-01,23000
2017-08-01,88300
2017-05-01,51600
2017-06-01,8600
2017-08-01,3600
2017-06-01,23700
2017-07-01,51900
2017-05-01,9200
2017-09-01,26000
2017-06-01,5400
2017-06-01,55000
2017-09-01,13500
2017-08-01,42000
2017-08-01,122900
2017-07-01,7900
2017-07-01,900
2017-06-01,22200
2017-09-01,33400
2017-05-01,18500
2017-07-01,2900
2017-08-01,66600
2017-09-01,874100
2017-08-01,881200
2017-05-01,0
2017-05-01,67200
2017-07-01,191400
2017-07-01,28400
2017-10-01,22400
2017-08-01,0
2017-05-01,4700
2017-09-01,140100
2017-06-01,39000
2017-06-01,105500
2017-08-01,831500
2017-05-01,20100
2017-05-01,71500
2017-07-01,31500
2017-07-01,100800
2017-08-01,0
2017-08-01,10900
2017-09-01,1020900
2017-07-01,11600
2017-08-01,184900
2017-10-01,100
2017-09-01,66300
2017-05-01,800
2017-07-01,80000
2017-09-01,36100
2017-05-01,43500
2017-09-01,50500
2017-07-01,64100
2017-05-01,11100
2017-05-01,51600
2017-09-01,302800
2017-10-01,14700
2017-07-01,29300
2017-07-01,55800
2017-07-01,224000
2017-09-01,22300
2017-06-01,29400
2017-07-01,52000
2017-06-01,45500
2017-06-01,8000
2017-06-01,43400
2017-08-01,31000
2017-08-01,38700
2017-06-01,492800
2017-06-01,18200
2017-06-01,26300
2017-08-01,1997800
2017-09-01,26300
2017-08-01,26000
2017-05-01,20000
2017-05-01,24900
2017-10-01,7300
2017-08-01,3400
2017-06-01,493800
2017-05-01,64300
2017-07-01,7400
2017-05-01,6800
2017-05-01,114000
2017-09-01,122400
2017-07-01,366500
2017-05-01,53000
2017-09-01,72600
2017-05-01,73600
2017-08-01,8200
2017-06-01,61500
2017-07-01,134500
2017-10-01,50700
2017-09-01,2700
2017-08-01,6700
2017-09-01,178800
2017-10-01,52200
2017-07-01,1741100
2018-08-01,421500
2017-11-01,13800
2017-11-01,225400
2018-01-01,53700
2018-08-01,827500
2018-06-01,0
2018-09-01,0
2018-07-01,44100
2017-11-01,627200
2017-12-01,157900
2018-04-01,37400
2018-08-01,29000
2018-04-01,53600
2018-02-01,8300
2018-04-01,7200
2018-05-01,565800
2017-12-01,80600
2018-09-01,7700
2018-07-01,12200
2018-03-01,244600
2018-08-01,189800
2017-10-01,20000
2018-07-01,12400
2018-05-01,11400
2018-07-01,75000
2017-11-01,105800
2017-10-01,88600
2018-06-01,23100
2017-12-01,5000
2017-11-01,6400
2018-03-01,152100
2017-12-01,26500
2017-11-01,93000
2018-06-01,27800
2018-02-01,191500
2018-03-01,12800
2017-11-01,11000
2018-01-01,495600
2018-03-01,14200
2018-09-01,66100
2018-09-01,18500
2017-11-01,40700
2018-07-01,8500
2018-07-01,71200
2018-01-01,20000
2018-04-01,7300
2018-03-01,68800
2018-05-01,30000
2018-08-01,7900
2017-11-01,56900
2018-01-01,400
2018-08-01,6900
2018-02-01,18500
2018-03-01,800
2018-02-01,5100
2018-07-01,260700
2017-09-01,5100
2018-05-01,124500
2018-08-01,901500
2017-11-01,62400
2017-11-01,9400
2018-02-01,16700
2018-02-01,7500
2018-06-01,706000
2018-04-01,20300
2018-02-01,58000
2018-04-01,800
2018-02-01,49500
2017-11-01,12800
2018-09-01,58100
2018-06-01,42100
2017-12-01,437800
2017-12-01,45600
2018-09-01,53300
2018-02-01,8800
2018-07-01,20500
2018-04-01,19000
2017-10-01,19500
2018-06-01,140200
2018-08-01,23700
2018-07-01,53600
2018-03-01,60700
2017-12-01,12100
2017-12-01,19300
2018-05-01,76600
2018-07-01,14600
2018-01-01,6000
2017-11-01,0
2018-07-01,27000
2018-02-01,14300
2017-10-01,59800
2018-02-01,5500
2018-08-01,29200
2018-09-01,1558100
2018-03-01,35400
2018-09-01,6800
2018-08-01,50500
2018-06-01,10800
2018-04-01,55500
2018-02-01,7100
2018-04-01,13700
2015-08-01,328000
2018-08-01,43900
2018-03-01,5100
2017-12-01,50300
2018-09-01,13000
2018-09-01,20200
2018-05-01,68700
2018-09-01,16500
2018-08-01,86800
2018-01-01,9600
2018-06-01,59200
2018-05-01,10300
2018-09-01,19100
2018-06-01,72600
2018-05-01,108500
2018-03-01,4000
2017-10-01,67100
2017-10-01,4200
2018-05-01,18500
2018-05-01,688900
2018-07-01,1447200
2018-03-01,26400
2018-09-01,323900
2018-02-01,48500
2018-08-01,99900
2018-02-01,700
2017-11-01,26600
2018-09-01,252700
2018-06-01,118000
2018-09-01,115600
2018-04-01,18200
2017-11-01,11800
2018-07-01,279200
2018-08-01,0
2018-09-01,636600
2018-01-01,17400
2018-02-01,53500
2018-05-01,13100
2018-08-01,8800
2017-10-01,13700
2018-04-01,9700
2018-08-01,52300
2018-07-01,1700
2018-04-01,20000
2018-02-01,11000
2018-02-01,2700
2018-04-01,0
2018-09-01,14600
2018-01-01,72500
2017-10-01,42500
2018-04-01,61300
2018-05-01,11700
2018-06-01,14000
2018-01-01,11400
2018-09-01,30200
2018-08-01,800
2017-11-01,28100
2018-02-01,19800
2018-03-01,15600
2018-03-01,24700
2018-02-01,201600
2017-10-01,531900
2018-05-01,103500
2017-12-01,56700
2018-03-01,14400
2018-04-01,25500
2018-01-01,139100
2018-07-01,40600
2018-08-01,7100
2018-02-01,28800
2017-12-01,387500
2018-07-01,679000
2017-11-01,2500
2018-07-01,14200
2018-01-01,6900
2018-08-01,8300
2017-11-01,22300
2017-11-01,48100
2018-08-01,46200
2018-08-01,19400
2017-10-01,12300
2018-05-01,25500
2017-10-01,58700
2018-06-01,14100
2018-01-01,90100
2018-03-01,12300
2018-02-01,446000
2018-04-01,23100
2018-03-01,22400
2017-11-01,0
2018-04-01,11500
2018-03-01,17100
2018-04-01,90100
2018-09-01,73500
2018-05-01,48800
2018-09-01,160100
2018-06-01,42200
2018-09-01,134400
2018-03-01,21700
2017-11-01,4300
2017-10-01,6300
2018-07-01,30000
2018-06-01,73400
2018-01-01,225000
2018-08-01,66300
2018-08-01,34200
2017-12-01,98500
2018-06-01,8400
2018-09-01,15300
2017-10-01,2300
2017-12-01,24300
2018-07-01,75000
2018-05-01,167900
2018-02-01,45200
2018-05-01,7600
2018-02-01,0
2017-10-01,227500
2018-04-01,34200
2018-05-01,21000
2018-07-01,8700
2017-12-01,6000
2018-05-01,17000
2018-01-01,13400
2018-04-01,13800
2018-07-01,6500
2018-03-01,2800
2018-01-01,6300
2018-05-01,0
2018-01-01,700
2018-06-01,12600
2018-04-01,95200
2018-06-01,76800
2017-10-01,744000
2018-01-01,55200
2018-05-01,89700
2018-03-01,3800
2018-01-01,2700
2018-03-01,25900
2017-10-01,0
2017-11-01,16800
2018-08-01,28800
2018-06-01,9200
2018-04-01,65500
2018-05-01,63100
2018-04-01,61800
2018-05-01,226400
2018-02-01,7100
2018-07-01,50200
2018-07-01,624800
2018-01-01,22600
2018-05-01,52600
2018-02-01,12000
2018-06-01,45700
2018-03-01,48000
2018-05-01,30500
2018-06-01,36500
2018-02-01,5900
2018-03-01,46200
2018-07-01,111100
2018-05-01,36000
2018-09-01,162800
2018-01-01,28700
2017-10-01,31600
2017-11-01,21800
2018-08-01,260300
2018-08-01,57700
2018-03-01,467600
2018-01-01,44600
2018-05-01,47300
2018-07-01,34600
2018-06-01,17700
2018-05-01,35600
2018-05-01,45800
2017-11-01,5000
